game_year,game_day,team1_id,team2_id,result,win1,win2,loss1,loss2,home_win1,home_win2,away_win1,away_win2,rank_year01,rank_year02,score_av1,score_av2,score_ag_av1,score_ag_av2,field_score1,field_score2,3pointer_score1,3pointer_score2,field_score_ag1,field_score_ag2,3pointer_score_ag1,3pointer_score_ag2,asists1,asists2,personal_fouls1,personal_fouls2,turn_overs1,turn_overs2,blocks1,blocks2,steals1,steals2,defansive_rebound1,defansive_rebound2,offensive_rebound1,offensive_rebound2,blocks_ag1,blocks_ag2,steals_ag1,steals_ag2,defansive_rebound_ag1,defansive_rebound_ag2,offensive_rebound_ag1,offensive_rebound_ag2,seeds1,seeds2,wins_last_tour1,wins_last_tour2,played_last_tour1,played_last_tour2,highest_level_last_tour1,highest_level_last_tour2,previous_results
2003,134,1411,1421,1,18.0,13.0,12.0,16.0,0.7857142857142857,0.8333333333333334,0.3333333333333333,0.125,239.28125,240.34375,72.8,71.20689655172414,70.83333333333333,78.44827586206897,24.733333333333334,24.379310344827587,5.933333333333334,6.482758620689655,25.666666666666668,27.79310344827586,7.533333333333333,7.620689655172414,14.2,13.03448275862069,18.3,19.103448275862068,15.233333333333333,16.20689655172414,2.2333333333333334,3.0,6.433333333333334,7.068965517241379,24.8,23.17241379310345,13.166666666666666,12.275862068965518,2.6,4.241379310344827,8.0,8.827586206896552,22.866666666666667,22.82758620689655,11.933333333333334,13.724137931034482,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,136,1112,1436,0,25.0,19.0,3.0,10.0,0.9333333333333333,0.9,0.9166666666666666,0.5,2.676470588235294,153.125,85.21428571428571,67.79310344827586,70.25,63.13793103448276,30.321428571428573,24.82758620689655,7.035714285714286,5.275862068965517,26.357142857142858,22.75862068965517,6.321428571428571,7.068965517241379,17.642857142857142,14.206896551724139,17.75,15.89655172413793,14.785714285714286,14.068965517241379,4.214285714285714,2.9655172413793105,8.464285714285714,6.862068965517241,27.642857142857142,25.724137931034484,15.178571428571429,12.96551724137931,2.392857142857143,3.6551724137931036,5.964285714285714,7.103448275862069,23.285714285714285,21.862068965517242,13.107142857142858,9.586206896551724,1.0,16.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0
2003,136,1113,1272,0,18.0,23.0,11.0,6.0,0.8,0.875,0.4,0.6363636363636364,36.0,21.705882352941178,75.96551724137932,74.51724137931035,69.17241379310344,65.82758620689656,27.20689655172414,26.275862068965516,4.0,7.0,24.79310344827586,23.275862068965516,5.448275862068965,5.896551724137931,15.551724137931034,16.620689655172413,19.413793103448278,18.75862068965517,14.0,13.793103448275861,4.241379310344827,5.068965517241379,5.206896551724138,7.379310344827586,23.310344827586206,25.96551724137931,13.689655172413794,14.068965517241379,3.9310344827586206,3.1724137931034484,6.0,7.275862068965517,20.551724137931036,23.586206896551722,11.0,12.344827586206897,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,136,1141,1166,0,23.0,29.0,6.0,4.0,0.9166666666666666,1.0,0.6428571428571429,0.6363636363636364,45.6875,20.735294117647058,79.34482758620689,79.24242424242425,73.24137931034483,64.33333333333333,26.620689655172413,28.696969696969695,6.827586206896552,7.96969696969697,26.344827586206897,23.87878787878788,4.9655172413793105,4.878787878787879,15.620689655172415,16.818181818181817,20.96551724137931,17.272727272727273,18.24137931034483,13.363636363636363,4.0,4.454545454545454,7.103448275862069,8.393939393939394,23.275862068965516,23.181818181818183,10.586206896551724,10.878787878787879,2.4827586206896552,2.5757575757575757,8.448275862068966,6.333333333333333,18.896551724137932,21.363636363636363,12.241379310344827,11.06060606060606,11.0,6.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0
2003,136,1301,1143,1,18.0,21.0,12.0,8.0,0.8125,0.9285714285714286,0.3,0.6363636363636364,50.3125,36.40625,72.4,74.48275862068965,68.0,69.75862068965517,24.333333333333332,27.344827586206897,7.966666666666667,6.413793103448276,23.433333333333334,25.379310344827587,5.733333333333333,7.103448275862069,14.666666666666666,16.0,18.666666666666668,17.103448275862068,14.2,14.172413793103448,3.066666666666667,2.793103448275862,7.766666666666667,6.551724137931035,22.033333333333335,24.379310344827587,9.733333333333333,11.241379310344827,2.8333333333333335,2.5172413793103448,7.433333333333334,5.931034482758621,21.433333333333334,23.0,10.533333333333333,11.172413793103448,9.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0
2003,136,1140,1163,1,23.0,21.0,8.0,9.0,0.9285714285714286,0.875,0.5454545454545454,0.45454545454545453,28.59375,27.5,72.45161290322581,80.03333333333333,63.67741935483871,71.4,24.032258064516128,29.533333333333335,6.193548387096774,6.066666666666666,20.967741935483872,24.866666666666667,5.0,6.433333333333334,13.419354838709678,15.633333333333333,21.419354838709676,18.4,13.741935483870968,15.8,2.5161290322580645,7.733333333333333,6.935483870967742,5.933333333333334,24.419354838709676,27.9,10.870967741935484,14.766666666666667,2.225806451612903,4.133333333333334,5.483870967741935,7.8,20.193548387096776,21.5,10.419354838709678,15.333333333333334,12.0,5.0,0.0,3.0,0.0,4.0,0.0,4.0,0.0
2003,136,1181,1161,0,24.0,17.0,6.0,13.0,1.0,0.75,0.3333333333333333,0.25,10.705882352941176,83.03125,81.96666666666667,74.0,70.4,72.66666666666667,27.366666666666667,26.4,7.333333333333333,4.2,25.066666666666666,25.833333333333332,4.933333333333334,5.633333333333334,13.833333333333334,15.5,21.266666666666666,20.566666666666666,14.033333333333333,16.133333333333333,5.133333333333334,4.233333333333333,8.5,5.333333333333333,23.1,23.466666666666665,13.766666666666667,10.8,4.1,3.066666666666667,6.433333333333334,9.033333333333333,22.633333333333333,19.066666666666666,12.2,12.0,3.0,14.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0
2003,136,1211,1153,0,23.0,17.0,8.0,11.0,0.8461538461538461,0.8,0.8181818181818182,0.3,43.09375,42.4375,77.06451612903226,67.32142857142857,68.19354838709677,61.5,26.06451612903226,22.892857142857142,7.161290322580645,6.678571428571429,23.903225806451612,21.25,7.451612903225806,5.928571428571429,15.741935483870968,12.285714285714286,18.64516129032258,18.964285714285715,14.548387096774194,10.607142857142858,3.5161290322580645,4.25,6.806451612903226,5.178571428571429,25.322580645161292,23.392857142857142,11.935483870967742,12.142857142857142,2.096774193548387,3.0357142857142856,6.903225806451613,4.142857142857143,21.0,24.142857142857142,10.096774193548388,11.107142857142858,9.0,8.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0
2003,136,1443,1228,1,23.0,24.0,8.0,6.0,1.0,1.0,0.4166666666666667,0.3333333333333333,56.0625,10.5,73.09677419354838,75.43333333333334,66.41935483870968,61.4,25.70967741935484,27.1,7.709677419354839,7.433333333333334,24.29032258064516,20.333333333333332,4.612903225806452,5.7,14.193548387096774,18.266666666666666,18.451612903225808,19.133333333333333,15.161290322580646,13.166666666666666,3.5483870967741935,3.1,7.064516129032258,7.0,23.258064516129032,25.4,12.161290322580646,9.733333333333333,2.5483870967741935,2.5,5.967741935483871,5.7,21.612903225806452,21.2,11.35483870967742,11.133333333333333,13.0,4.0,0.0,2.0,1.0,3.0,1.0,3.0,0.0
2003,136,1242,1429,0,23.0,22.0,7.0,8.0,0.9285714285714286,0.8461538461538461,0.7777777777777778,0.5,5.970588235294118,90.34375,81.33333333333333,65.96666666666667,66.36666666666666,60.1,30.233333333333334,23.7,4.8,4.033333333333333,24.6,22.0,6.633333333333334,5.766666666666667,16.733333333333334,13.9,16.7,16.1,14.9,12.233333333333333,4.9,2.0,10.133333333333333,5.066666666666666,26.9,22.366666666666667,14.3,12.633333333333333,4.4,2.1,6.833333333333333,5.0,22.5,19.033333333333335,11.533333333333333,9.133333333333333,2.0,15.0,4.0,0.0,5.0,0.0,5.0,0.0,0.0
